번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(백만원),액면가(원),통화구분,대표전화,주소,총카운트
1826,071090,하이스틸,032401,1차 철강 제조업,"1,999,944","9,999,720,000","5,000",원(KRW),02-2273-2140,충청남도 당진시 송악읍 부곡공단4길 28-252 ,2046
1827,066980,하이쎌,032602,전자부품 제조업,"82,800,447","41,400,223,500","500",원(KRW),(031)683-0672,경기도 평택시  청북면 청북산단로 156 (주)하이쎌 ,2046
1828,235010,하이에이아이1호스팩,116601,금융지원 서비스업,"4,950,000","495,000,000","100",원(KRW),02-2122-9690,서울특별시 영등포구 여의나루로 61 하이투자증권빌딩 13F &nbsp,2046
1829,205470,하이제2호스팩,116601,금융지원 서비스업,"5,500,000","550,000,000","100",원(KRW),02-2122-9226,"서울특별시 영등포구 여의나루로 61(여의도동, 하이투자증권빌딩) ",2046
1830,217500,하이제3호스팩,116601,금융지원 서비스업,"4,750,000","475,000,000","100",원(KRW),02-2122-9477,"서울특별시 영등포구 여의나루로 61(여의도동, 하이투자증권빌딩) ",2046
1831,221840,하이즈항공,033103,"항공기,우주선 및 부품 제조업","17,696,167","8,848,083,500","500",원(KRW),055-850-8800,경상남도 사천시 사남면 공단5로 24 &nbsp,2046
1832,106190,하이텍팜,032101,기초 의약물질 및 생물학적 제제 제조업,"7,088,782","3,544,391,000","500",원(KRW),043-883-0012,충청북도 음성군  대소면 신내로 280 하이텍팜,2046
1833,019490,하이트론씨스템즈,032605,영상 및 음향기기 제조업,"5,530,735","13,826,837,500","2,500",원(KRW),031-670-9100,경기도 안성시  삼죽면 서동대로 5953-85 ,2046
1834,000080,하이트진로,031101,알콜음료 제조업,"70,133,611","368,818,745,000","5,000",원(KRW),02-3219-0114,서울특별시 강남구 영동대로 714 ,2046
1835,000140,하이트진로홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","23,206,765","118,387,875,000","5,000",원(KRW),02-520-3112,서울특별시 강남구  영동대로 714 ,2046
1836,066130,하츠,032805,가정용 기기 제조업,"12,800,000","6,400,000,000","500",원(KRW),(02)3438-6700,경기도 평택시 진위면 동부대로 202 ,2046
1837,222080,한국3호스팩,116601,금융지원 서비스업,"7,000,000","700,000,000","100",원(KRW),02-3276-5871,"서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) &nbsp",2046
1838,152550,한국ANKOR유전,116402,투자기관,"70,020,000","350,100,000,000","0",원(KRW),2180-0493,서울특별시 영등포구 은행로 3 여의도동,2046
1839,004590,한국가구,033201,가구 제조업,"1,500,000","1,500,000,000","1,000",원(KRW),02-2600-7000,서울특별시 강남구  학동로 120 ,2046
1840,036460,한국가스공사,043502,가스 제조 및 배관공급업,"92,313,000","461,565,000,000","5,000",원(KRW),053-670-0114,대구광역시 동구 첨단로 120- ,2046
1841,039340,한국경제TV,106002,텔레비전 방송업,"23,000,000","11,500,000,000","500",원(KRW),02-6676-0019,서울특별시 영등포구  버드나루로 84 제일빌딩 ,2046
1842,005430,한국공항,085209,기타 운송관련 서비스업,"3,166,355","15,831,775,000","5,000",원(KRW),02-2660-3114,서울특별시 강서구  양천로 13 (방화동) 한국공항(주),2046
1843,071050,한국금융지주,116409,기타 금융업,"55,725,992","307,921,215,000","5,000",원(KRW),02-3276-6400,서울특별시 영등포구  의사당대로 88 ,2046
1844,034950,한국기업평가,147509,기타 사업지원 서비스업,"4,540,514","24,452,570,000","5,000",원(KRW),02-368-5500,서울특별시 영등포구 의사당대로 97 교보증권 7층,2046
1845,010040,한국내화,032302,도자기 및 기타 요업제품 제조업,"22,863,632","11,431,816,000","500",원(KRW),041-359-2200,충청남도 당진시  송산면 무수들길 370 ,2046
1846,025540,한국단자공업,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,415,000","5,207,500,000","500",원(KRW),032-814-9981,인천광역시 연수구 갯벌로 38 ,2046
1847,222980,한국맥널티,031007,기타 식품 제조업,"4,975,000","2,487,500,000","500",원(KRW),031-376-1383,충청남도 천안시 서북구 성환읍 연암율금로 42 &nbsp,2046
1848,226610,한국비엔씨,032701,의료용 기기 제조업,"5,760,001","2,880,000,500","500",원(KRW),070-7116-0059,"대구광역시 달서구 성서공단로11길 62, 대구테크노파크 벤처공장1호관 405호 ",2046
1849,004090,한국석유공업,032309,기타 비금속 광물제품 제조업,"655,200","3,276,000,000","5,000",원(KRW),02-799-3114,서울특별시 용산구  이촌로 166 ,2046
1850,025550,한국선재,032401,1차 철강 제조업,"24,522,254","12,261,127,000","500",원(KRW),051-202-1991,부산광역시 사하구 하신번영로 27 (신평동) ,2046
1851,002200,한국수출포장공업,031702,"골판지, 종이 상자 및 종이 용기 제조업","4,000,000","20,000,000,000","5,000",원(KRW),02-525-2981-9,서울특별시 서초구 서초중앙로 63 ,2046
1852,002960,한국쉘석유,031902,석유 정제품 제조업,"1,300,000","7,000,000,000","5,000",원(KRW),051-620-5133,부산광역시 남구  신선로 250 (용당동) ,2046
1853,017890,한국알콜,032004,기타 화학제품 제조업,"21,605,760","10,802,880,000","500",원(KRW),02  -3440-4171,울산광역시 남구  상개로 66 한국알콜산업(주) ,2046
1854,002000,한국유리공업,032301,유리 및 유리제품 제조업,"10,079,660","69,882,185,000","5,000",원(KRW),02-3706-9114,"서울특별시 강남구 테헤란로 211 10층 (역삼동, 한국고등교육재단빌딩)  ",2046
1855,033430,한국자원투자개발,074607,기타 전문 도매업,"145,515,050","72,757,525,000","500",원(KRW),031-997-6181,경기도 김포시  대곶면 대명항로403번길 109 ,2046
1856,015760,한국전력공사,043501,전기업,"641,964,077","3,209,820,385,000","5,000",원(KRW),061-345-3114,전라남도 나주시 전력로 55 -,2046
1857,063570,한국전자금융,147509,기타 사업지원 서비스업,"26,015,009","13,007,504,500","500",원(KRW),02-2122-5400,서울특별시 마포구  마포대로 217 크레디트센터빌딩 ,2046
1858,041460,한국전자인증,105802,소프트웨어 개발 및 공급업,"21,459,249","10,729,624,500","500",원(KRW),230195500,"서울특별시 서초구  서초대로 320 하림인터내셔날빌딩 (서초동, 하림빌딩7층)",2046
1859,006200,한국전자홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","46,803,136","23,401,568,000","500",원(KRW),02-3497-5535,서울특별시 서초구  마방로10길 5 ,2046
1860,101680,한국정밀기계,032902,특수 목적용 기계 제조업,"8,404,000","4,202,000,000","500",원(KRW),070-7019-6514,경상남도 함안군  법수면 윤외공단길 83-1 ,2046
1861,039740,한국정보공학,074607,기타 전문 도매업,"8,018,397","4,009,198,500","500",원(KRW),031-789-8600,경기도 성남시 분당구  황새울로359번길 7 ,2046
1862,053300,한국정보인증,105802,소프트웨어 개발 및 공급업,"26,965,000","13,482,500,000","500",원(KRW),02-360-3010,경기도 성남시 분당구 판교로 242판교디지털센터(PDC) C동 5층 ,2046
1863,025770,한국정보통신,106102,전기통신업,"38,812,743","19,406,371,500","500",원(KRW),02-368-0700,서울특별시 중구  세종대로 39 대한서울상공회의소 7층,2046
1864,002300,한국제지,031701,"펄프, 종이 및 판지 제조업","5,004,949","25,024,745,000","5,000",원(KRW),02-3475-7200,서울특별시 강남구  테헤란로 504 해성빌딩 19층,2046
1865,023350,한국종합기술,137201,"건축기술, 엔지니어링 및 관련기술 서비스업","10,950,000","5,475,000,000","500",원(KRW),02-2049-2517,경기도 성남시 중원구 산성대로476번길 6 (금광동),2046
1866,025890,한국주강,032902,특수 목적용 기계 제조업,"11,309,259","5,654,629,500","500",원(KRW),055-585-7251,경상남도 함안군 군북면 장백로 228 ,2046
1867,000970,한국주철관공업,032401,1차 철강 제조업,"22,800,500","12,000,000,000","500",원(KRW),051-291-5481-5,부산광역시 사하구  을숙도대로 525 ,2046
1868,104700,한국철강,032401,1차 철강 제조업,"9,210,000","46,050,000,000","5,000",원(KRW),055-260-0500,경상남도 창원시 성산구  공단로103번길 12 한국철강(주) ,2046
1869,017960,한국카본,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","43,960,757","21,980,378,500","500",원(KRW),055-350-8888,경상남도 밀양시 부북면 춘화로 85 ,2046
1870,023760,한국캐피탈,116409,기타 금융업,"168,209,576","84,104,788,000","500",원(KRW),042 -480 -8032,대전광역시 서구  둔산서로 81 ,2046
1871,054040,한국컴퓨터,032602,전자부품 제조업,"16,071,290","8,035,645,000","500",원(KRW),041-589-3320,경상북도 구미시  임수로 24 ,2046
1872,161890,한국콜마,032004,기타 화학제품 제조업,"21,100,151","10,550,075,500","500",원(KRW),02-3485-0332,세종특별자치시  전의면 덕고개길 12-11 ,2046
1873,024720,한국콜마홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","16,748,936","8,374,468,000","500",원(KRW),041-862-1057,세종특별자치시  전의면 덕고개길 12-11 ,2046
1874,021650,한국큐빅,032202,플라스틱제품 제조업,"9,890,000","4,945,000,000","500",원(KRW),(031)491-5325,경기도 안산시 단원구 살막길 39 ,2046
1875,161390,한국타이어,032201,고무제품 제조업,"123,875,069","61,937,534,500","500",원(KRW),02-2222-1000,서울특별시 강남구  테헤란로 133 ,2046
1876,000240,한국타이어월드와이드,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","93,020,173","46,510,086,500","500",원(KRW),02-2222-1000,서울특별시 강남구 테헤란로 133 ,2046
1877,053590,한국테크놀로지,032902,특수 목적용 기계 제조업,"33,507,717","16,753,858,500","500",원(KRW),02-2106-7500,"서울특별시 서초구  강남대로 581 (잠원동, 푸른빌딩)",2046
1878,034830,한국토지신탁,116409,기타 금융업,"252,489,230","252,489,230,000","1,000",원(KRW),02  -3451-1114,서울특별시 강남구  테헤란로 309 삼성제일빌딩 ,2046
1879,007280,한국특수형강,032401,1차 철강 제조업,"10,000,000","5,000,000,000","500",원(KRW),051-323-2611,부산광역시 사상구  장인로77번길 52(학장동) ,2046
1880,228180,한국티씨엠,137001,자연과학 및 공학 연구개발업,"200,631","1,003,155,000","5,000",원(KRW),031-698-3041,"경기도 성남시 분당구 판교로228번길 15, 3동 3층 (삼평동, 판교세븐벤처밸리 1)",2046
1881,168490,한국패러랠,116402,투자기관,"80,020,000","400,100,000,000","0",원(KRW),02-3276-4815,서울특별시 영등포구 은행로3 ,2046
1882,037230,한국팩키지,031702,"골판지, 종이 상자 및 종이 용기 제조업","25,000,000","12,500,000,000","500",원(KRW),031-365-8600,경기도 안산시 단원구  해안로 227 (주)한국팩키지 ,2046
1883,010100,한국프랜지공업,033003,자동차 부품 제조업,"6,090,084","30,450,420,000","5,000",원(KRW),052-233-5511,울산 동구 동부동 194,2046
1884,047810,한국항공우주,033103,"항공기,우주선 및 부품 제조업","97,475,107","487,375,535,000","5,000",원(KRW),055-851-1380,경상남도 사천시  사남면 공단1로 78 한국항공우주산업 ,2046
1885,123690,한국화장품,074604,가정용품 도매업,"16,068,000","8,034,000,000","500",원(KRW),02-724-3290,서울특별시 종로구 청계천로 35 ,2046
1886,003350,한국화장품제조,032004,기타 화학제품 제조업,"4,532,000","2,266,000,000","500",원(KRW),02-724-3710,서울특별시 종로구 청계천로 35 ,2046
1887,030520,한글과컴퓨터,105802,소프트웨어 개발 및 공급업,"23,082,211","12,202,162,500","500",원(KRW),031-627-7000,"경기도 성남시 분당구 대왕판교로644번길 49 (삼평동, 한컴타워)",2046
1888,052600,한네트,106102,전기통신업,"11,563,700","5,781,850,000","500",원(KRW),02-2125-6000,서울특별시 마포구  독막로 281 ,2046
1889,011500,한농화성,032004,기타 화학제품 제조업,"15,637,042","7,818,521,000","500",원(KRW),063-462-2455,"전라북도 군산시  외항1길 24 (소룡동,0)",2046
1890,002390,한독,032102,의약품 제조업,"12,594,080","6,297,040,000","500",원(KRW),02-527-5114,서울특별시 강남구  테헤란로 132 ,2046
1891,014790,한라,064102,토목 건설업,"33,494,942","167,474,710,000","5,000",원(KRW),02-3434-5114,서울특별시 송파구 올림픽로 289 ,2046
1892,092460,한라IMS,033101,선박 및 보트 건조업,"9,768,593","4,884,296,500","500",원(KRW),051-601-7000,부산광역시 강서구  화전산단1로 115 ,2046
1893,060980,한라홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","10,802,691","55,086,180,000","5,000",원(KRW),02-3434-6363,경기도 용인시 기흥구 기흥단지로 46 -,2046
1894,053690,한미글로벌,137201,"건축기술, 엔지니어링 및 관련기술 서비스업","10,855,588","5,427,794,000","500",원(KRW),02-3429-6300,서울특별시 강남구 테헤란로87길 36 도심공항타워 층,2046
1895,042700,한미반도체,032902,특수 목적용 기계 제조업,"25,432,841","12,716,420,500","500",원(KRW),032-571-9100,인천광역시 서구 가좌로30번길 14 ,2046
1896,008930,한미사이언스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","58,290,309","29,145,154,500","500",원(KRW),02-410-9114,경기도 화성시 팔탄면 무하로 214 한미약품(주) 팔탄공단,2046
1897,128940,한미약품,032102,의약품 제조업,"10,435,111","26,087,777,500","2,500",원(KRW),031-356-3311,경기도 화성시  팔탄면 무하로 214 ,2046
1898,047080,한빛소프트,105802,소프트웨어 개발 및 공급업,"23,145,140","11,572,570,000","500",원(KRW),070-4050-8000,"서울특별시 구로구  경인로 610  (신도림동, 리더스스타코리아빌딩 5~10층)",2046
1899,009240,한샘,074604,가정용품 도매업,"23,533,928","23,533,928,000","1,000",원(KRW),02-590-3114,경기도 안산시 단원구 번영2로 144 ,2046
1900,020000,한섬,031401,봉제의복 제조업,"24,630,000","12,315,000,000","500",원(KRW),02-3416-2000,서울특별시 강남구  도산대로 523 한섬빌딩,2046
1901,003680,한성기업,031002,수산물 가공 및 저장 처리업,"5,477,951","27,389,755,000","5,000",원(KRW),051-410-7100,부산광역시 영도구  태종로 63 ,2046
1902,105630,한세실업,031401,봉제의복 제조업,"40,000,000","20,000,000,000","500",원(KRW),02-3779-0779,서울특별시 영등포구 은행로 29 정우빌딩 ,2046
1903,016450,한세예스24홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","40,000,000","20,000,000,000","500",원(KRW),02-3779-0800,서울특별시 영등포구  은행로 11 일신빌딩 6층 ,2046
1904,081970,한솔넥스지,105802,소프트웨어 개발 및 공급업,"5,760,000","2,880,000,000","500",원(KRW),02-569-0873,서울특별시 마포구 월드컵북로 396누리꿈스퀘어 비즈니스타워 16층 ,2046
1905,009180,한솔로지스틱스,085209,기타 운송관련 서비스업,"16,477,425","8,840,941,000","500",원(KRW),02-3287-7400,서울특별시 중구 을지로 100 파인애비뉴 B동 22층 ,2046
1906,099660,한솔신텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","50,387,602","25,193,801,000","500",원(KRW),055-210-7000,"경상남도 창원시 성산구  중앙대로 64, 1501(상남동, 신텍타워) ",2046
1907,221610,한솔씨앤피,032004,기타 화학제품 제조업,"3,460,340","1,730,170,000","500",원(KRW),031-364-7400,경기도 안산시 단원구 강촌로 203 &nbsp,2046
1908,007190,한솔아트원제지,031701,"펄프, 종이 및 판지 제조업","38,478,081","38,945,796,000","1,000",원(KRW),031-370-7700,경기도 오산시  황새로 91 ,2046
